Job_Title,Skill,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees,Company_Industry
Data Analyst,JavaScript| Data Mining| Microsoft SQL Server| Visual Basic| Oracle| Crystal Reports| SQL| Tableau,New York University,729,4.199999809,30,NY,"Less than 10,000",Education and Schools
Data Analyst (JetBlue Travel Products),JavaScript| Go| Azure| Google Cloud Platform| SQL| Tableau| Java| IaaS| Python| AWS,JetBlue Airways Corporation,732,4.199999809,29,FL,"10,000+",Transport and Freight
Data Analyst (Energy),Microsoft SQL Server| Excel| SQL,Penn State University,732,4.400000095,30,PA,"Less than 10,000",Education and Schools
Data Analyst 3,Data Mining,Penn State University,732,4.400000095,30,PA,"Less than 10,000",Education and Schools
Data Analyst (Energy),Microsoft SQL Server| Excel| SQL,Penn State University,732,4.400000095,30,PA,"Less than 10,000",Education and Schools
"PROCUREMENT DATA ANALYST - Decatur, IL",Power BI| Project Management| R| SQL| Tableau| Python,Archer Daniels Midland Company,733,3.700000048,4,IL,"10,000+",Agriculture and Extraction
"Tableau Data Analyst, Data Analytics",Data Mining,Lincoln Financial Group,735,3.799999952,29,NC,"Less than 10,000",Insurance
Retirement Insights Data Analyst,Microsoft Powerpoint| Project Management| Microsoft Office| Tableau,Lincoln Financial Group,735,3.799999952,12,PA,"Less than 10,000",Insurance
Reimbursement Data Analyst,,University of Maryland Medical System,737,4,9,MD,"10,000+",Health Care
Marketing Data Analyst,SPSS| Data Analysis| R| Python| Tableau,Beaumont Health,738,3.799999952,26,MI,"10,000+",Health Care
Risk Data Analyst,Certified Internal Auditor| Microsoft Powerpoint| CPA| RMF| Tableau,Vanguard,740,3.900000095,12,PA,"10,000+",Banks and Financial Services
Advanced Data Analyst,Quality Control| Data Mining| Scripting| Project Management| R| SAS| SQL| Tableau| Python,Vanguard,740,3.900000095,8,PA,"10,000+",Banks and Financial Services
Data Analyst,Data Analysis,Memorial Sloan Kettering,753,4.199999809,11,NY,"10,000+",Health Care
Data Analyst,Python,Memorial Sloan Kettering,753,4.199999809,30,NY,"10,000+",Health Care
Electronic Communications Data Analyst,Salesforce CRM,University of Colorado,758,4.199999809,30,CO,,Education and Schools
Sr. Fraud Data Analyst - Home Based (U.S.),Microsoft Word| Time Management| Visio| Data Analysis| Legal Research| Tableau,RELX Group,778,3.700000048,30,IN,,
Data Analyst - LNSSI,,RELX Group,778,3.700000048,26,DC,,
Business Data Analyst,SQL| Microsoft Office| Analysis Skills| Data Warehouse| Visio| Business Analysis,Willis Towers Watson,779,3.799999952,30,TN,"10,000+",Consulting and Business Services
HR Data Analyst II (896),Microsoft Powerpoint| Microsoft Office| Professional In Human Resources| SHRM Certified Professional,Engie,781,3.700000048,13,TX,,Energy and Utilities
Data Analyst,SPSS,Columbia University,830,4.099999905,2,NY,,Education and Schools
Data Analyst,Financial Accounting| Excel,Columbia University,830,4.099999905,26,NY,,Education and Schools
Data Analyst - Cardiology,,Columbia University,830,4.099999905,30,NY,,Education and Schools
Data Analyst - Cardiology,Analysis Skills| R| SAS,Columbia University,830,4.099999905,30,NY,,Education and Schools
Data Analyst - Heart Source,Microsoft Office| Tableau| Data Analysis,Columbia University,830,4.099999905,30,NY,,Education and Schools
Marketing Data Analyst,Alteryx| Marketing| Python| Excel| SQL| Microsoft Access| Tableau,MassMutual Financial Group,845,3.799999952,30,CT,"Less than 10,000",Banks and Financial Services
Senior Data Analyst,SQL| Tableau| Alteryx,MassMutual Financial Group,845,3.799999952,30,MA,"Less than 10,000",Banks and Financial Services
"MCI Quality Data Analyst, Miami Cancer Institute, FT, 8a-4:3...",Microsoft Powerpoint| Visio| Tableau,Baptist Health South Florida,851,4.199999809,30,FL,"10,000+",Health Care
User Experience Data Analyst,Microsoft Powerpoint| Project Management| Data Analysis| UX,Lenovo,857,3.900000095,30,NC,"10,000+",Computers and Electronics
Executive Assistant and Data Analyst,SharePoint| Hyperion| Microsoft Powerpoint| Microsoft Office,ITT Corporation,865,3.799999952,8,PA,,
Work Force Analytics Analyst,Big Data| Statistical Software| Business Intelligence| Data Mining| Microsoft Powerpoint| Visio| Data Analysis| Workday,ITT Corporation,865,3.799999952,30,NY,,
WIC Senior Data Analyst,Business Intelligence| Microsoft SQL Server| Microsoft Powerpoint| Power BI| SQL| Microsoft Office| Tableau| Business Analysis,Texas Health and Human Services Commission,867,3.5,13,TX,,Government
DATA ANALYST,R| SQL| STATA| Python,University of Washington,887,4.199999809,12,WA,,Education and Schools
Regional e-Data Analyst,Excel,L'OREAL USA,899,3.799999952,15,OH,"10,000+",Consumer Goods and Services
Digital Data Analyst,Google Analytics| R| SQL| Tableau| Alteryx| Analysis Skills| Data Warehouse| Business Analysis| Python,Great Wolf Lodge,910,3.599999905,30,IL,"Less than 10,000","Restaurants, Travel and Leisure"
Digital Data Analyst,Google Analytics| R| SQL| Tableau| Alteryx| Analysis Skills| Data Warehouse| Business Analysis| Python,Great Wolf Lodge,910,3.599999905,30,WI,"Less than 10,000","Restaurants, Travel and Leisure"
Senior Data Analyst,SharePoint| Data Mining| Excel| SQL,Molina Healthcare,922,3.400000095,13,CA,"10,000+",Insurance
Senior Client Insights Data Analyst,,Sun Life Financial,923,3.900000095,5,MO,"10,000+",Insurance
Senior Client Insights Data Analyst,,Sun Life Financial,923,3.900000095,5,ME,"10,000+",Insurance
Senior Client Insights Data Analyst,,Sun Life Financial,923,3.900000095,5,CT,"10,000+",Insurance
Senior Client Insights Data Analyst,,Sun Life Financial,923,3.900000095,5,MA,"10,000+",Insurance
Space Planning Data Analyst,Data Mining| Microsoft Powerpoint| Power BI| Statisical Analysis| Microsoft Office| Tableau,University of Minnesota,930,4.199999809,11,MN,,Education and Schools
"Data Analyst, GIS Technician",ArcGIS| Microsoft Word| Data Analysis| GIS| Microsoft Office| Excel| Microsoft Access| Windows,Wood,944,4,30,CO,,Agriculture and Extraction
Data Analyst,Oracle| SQL| Troubleshooting| Informatica,Charles Schwab,948,4.099999905,6,TX,"10,000+",Banks and Financial Services
"Associate, Data Analyst",Oracle| SQL| Troubleshooting| Informatica,Charles Schwab,948,4.099999905,25,TX,"10,000+",Banks and Financial Services
Associate - Automation & Data Analyst,Tableau,Charles Schwab,948,4.099999905,12,TX,"10,000+",Banks and Financial Services
"Vice President, Marketing Analytics Research & Data Science",Public Relations| Machine Learning| R| SQL| Hadoop| Marketing| SAS| Teradata| Spark| Python,Charles Schwab,948,4.099999905,12,CA,"10,000+",Banks and Financial Services
"Managing Director, Analytics & Innovation",Machine Learning| SDLC,Charles Schwab,948,4.099999905,11,CA,"10,000+",Banks and Financial Services
Clinical Data Analyst II,CDISC Standards| SAS| Clinical Trials| SQL,Becton Dickinson,960,4,30,MD,"10,000+",
Data Analytics Analyst,Hyperion| SQL| Microsoft Office| Microsoft Access| Tableau,Bank of the West,983,3.599999905,30,CA,"Less than 10,000",Banks and Financial Services
"Data Analyst, Entry Level (Graduate Degree)",Java| Data Mining| Machine Learning| OOP| UI,Paypal,988,3.900000095,30,CA,"10,000+",Banks and Financial Services
Data Analyst,Data Mining| Time Management| Microsoft Powerpoint| Hadoop| R| Statisical Analysis| SAS| SQL| Microsoft Office| Big Data| Python,AllianceData,988,3.799999952,30,GA,"Less than 10,000",Banks and Financial Services
2019 Summer Intern Program - Data Analyst Intern,Microsoft Powerpoint| R| SAS| SQL,AllianceData,988,3.799999952,14,GA,"Less than 10,000",Banks and Financial Services
Data Analyst Intern,Google Analytics| R| SAS| C/C++| SQL| Tableau| Java| QlikView| Python| Financial Modeling,Paypal,988,3.900000095,30,CA,"10,000+",Banks and Financial Services
Data Analyst,JavaScript| Time Management| Hadoop| Power BI| Scala| R| Kafka| SQL| Tableau| React| Spark| Python| Elasticsearch| AWS,AllianceData,988,3.799999952,11,CA,"Less than 10,000",Banks and Financial Services
Sr. Data Analyst,Business Intelligence| Oracle| SQL| Microsoft Office| Excel| Big Data| Splunk| Data Warehouse| DB2,Alliance Data - Retail,988,3.799999952,27,OH,"Less than 10,000",Banks and Financial Services
Data Analyst Sr,Microsoft Office,Sedgwick Claims Management Services,1005,3.200000048,30,CT,"10,000+",Insurance
Encounters Data Analyst,Data Mining| Microsoft SQL Server| Microsoft Powerpoint| SAS| SQL| Excel| Data Analysis,WellCare,1008,3.5,29,FL,"Less than 10,000",Health Care
Data Analyst II,Business Intelligence| SQL| QlikView,Adventist Health System,1047,3.700000048,5,TX,,Health Care
Senior Data Analyst - Internal Audit,CISSP| Certified Information Systems Auditor| Certified Internal Auditor| Project Management| CPA| Audits,Western Union,1048,4,30,CO,"10,000+",Banks and Financial Services
Sr Master Data Analyst,Time Management| Microsoft Powerpoint| SQL,Allergan,1078,3.799999952,30,OH,"10,000+",Pharmaceuticals
"Data Analyst II, Geriatrics/Palliative Care",Management Experience,Mount Sinai Health System,1086,4,30,NY,"10,000+",Health Care
CLINICAL COORDINATOR (PTO) - Data Analyst,,Mount Sinai Health System,1086,4,19,NY,"10,000+",Health Care
"Data Analyst I, Environmental Medicine and Public Health",Management Experience,Mount Sinai Health System,1086,4,12,NY,"10,000+",Health Care
Staff Technical Data Analyst,Java| Data Mining| Scala| Python| SQL,Intuit,1103,4.199999809,30,CA,"Less than 10,000",Internet and Software
Senior Data Analyst,R| Python| SQL| Tableau,Intuit,1103,4.199999809,26,CA,"Less than 10,000",Internet and Software
Senior Technical Data Analyst,Pig| Hive| Microsoft SQL Server| Perl| DynamoDB| R| SQL| SSL| Big Data| S3| Control-M| Informatica| Pentaho| Hadoop| Scala| Oracle| Tableau| Java| QlikView| Python,Intuit,1103,4.199999809,7,CA,"Less than 10,000",Internet and Software
"Group Manager, Digital Marketing Data Science and Analytics",Leadership Experience| SQL,Intuit,1103,4.199999809,30,CA,"Less than 10,000",Internet and Software
"Group Manager, Accountant Segment Data Science and Analytics",Leadership Experience| SQL,Intuit,1103,4.199999809,30,CA,"Less than 10,000",Internet and Software
Vendor Master Data Analyst,Microsoft Office| Excel,Nestle USA,1113,3.700000048,1,OH,"10,000+",Consumer Goods and Services
Data Analyst,Data Mining| Microsoft SQL Server| SQL,Ciox Health,1119,2.900000095,13,NY,"Less than 10,000",Internet and Software
Data Analyst - Aftermarket,Data Mining| ERP Systems| Microsoft Office| APICS Certification| Supply Chain Experience,Zodiac Aerospace,1133,3.299999952,29,TX,,Transport and Freight
Data Analyst II,Data Warehouse| Data Analysis| SQL| Microsoft Access,Centene,1134,3.299999952,19,CA,"Less than 10,000",InsuranceHealth Care
Data Analyst II,Data Analysis| SQL| Microsoft Access,Centene,1134,3.299999952,21,MO,"Less than 10,000",InsuranceHealth Care
Data Analyst II,Data Analysis| SQL| Microsoft Access,Centene,1134,3.299999952,22,MO,"Less than 10,000",InsuranceHealth Care
Data Analyst II,Data Warehouse| Data Analysis| SQL| Microsoft Access,Centene,1134,3.299999952,23,CA,"Less than 10,000",InsuranceHealth Care
Data Analyst II,Data Warehouse| Data Analysis| Audits| SQL| Microsoft Access,Centene,1134,3.299999952,21,MO,"Less than 10,000",InsuranceHealth Care
Data Analyst II,Data Analysis| SQL| Microsoft Access,Centene,1134,3.299999952,29,MO,"Less than 10,000",InsuranceHealth Care
Data Analyst IV,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,19,IA,"Less than 10,000",InsuranceHealth Care
Data Analyst II,Data Warehouse| Data Analysis| SQL| Microsoft Access,Centene,1134,3.299999952,30,CA,"Less than 10,000",InsuranceHealth Care
Data Analyst II,Data Analysis| SQL| Microsoft Access,Centene,1134,3.299999952,30,MO,"Less than 10,000",InsuranceHealth Care
Data Analyst II,Data Warehouse| Data Analysis| Audits| SQL| Microsoft Access,Centene,1134,3.299999952,30,NM,"Less than 10,000",InsuranceHealth Care
Data Analyst III,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,27,FL,"Less than 10,000",InsuranceHealth Care
Data Analyst II,Data Analysis| R| SQL| Microsoft Access,Centene,1134,3.299999952,30,IL,"Less than 10,000",InsuranceHealth Care
Data Analyst III,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,25,FL,"Less than 10,000",InsuranceHealth Care
"Data Analyst III(SQL, Excel, Healthcare)",PeopleSoft| Business Intelligence| Project Management| SAP| Excel| SQL| Microsoft Office| Workday| Microsoft Access| Project Implementation| Data Warehouse| Data Analysis,Centene,1134,3.299999952,2,PA,"Less than 10,000",InsuranceHealth Care
Data Analyst III,Microsoft SQL Server| Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,27,FL,"Less than 10,000",InsuranceHealth Care
"Data Analyst II(SQL, SSIS, Healthcare)",Data Analysis| SQL| Microsoft Access,Centene,1134,3.299999952,30,TX,"Less than 10,000",InsuranceHealth Care
Provider Data Analyst 4,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,30,MO,"Less than 10,000",InsuranceHealth Care
"Data Analyst II(healthcare, SQL)",Data Warehouse| Data Analysis| Audits| SQL| Microsoft Access,Centene,1134,3.299999952,30,PA,"Less than 10,000",InsuranceHealth Care
"Data Analyst II(SQL, Healthcare)",Data Analysis| SQL| Microsoft Access,Centene,1134,3.299999952,30,TX,"Less than 10,000",InsuranceHealth Care
"Data Analyst IV(SQL, Microstrategy, Tableau)",Project Implementation| Data Analysis| Project Management| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,1,PA,"Less than 10,000",InsuranceHealth Care
Data Analyst III,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,1,MO,"Less than 10,000",InsuranceHealth Care
Data Analyst III,Data Warehouse| Excel| SQL| Microsoft Office| Microsoft Access| Tableau,Centene,1134,3.299999952,1,MO,"Less than 10,000",InsuranceHealth Care
Data Analyst IV,SAS| Excel| SQL| Microsoft Office| Microsoft Access| Tableau| Data Analysis,Centene,1134,3.299999952,1,MO,"Less than 10,000",InsuranceHealth Care
Data Analyst III,SAS| Excel| SQL| Microsoft Office| Microsoft Access| Tableau| Data Analysis,Centene,1134,3.299999952,1,MO,"Less than 10,000",InsuranceHealth Care
Data Analyst IV,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,20,IL,"Less than 10,000",InsuranceHealth Care
Data Analyst III,Data Warehouse| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,12,MO,"Less than 10,000",InsuranceHealth Care
Data Analyst III,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,21,GA,"Less than 10,000",InsuranceHealth Care
Data Analyst IV,Business Intelligence| Excel| SQL| Microsoft Office| Microsoft Access| Data Warehouse| Data Analysis,Centene,1134,3.299999952,30,CA,"Less than 10,000",InsuranceHealth Care
Data Analyst IV,Data Warehouse| Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,30,MO,"Less than 10,000",InsuranceHealth Care
Data Analyst IV,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,30,CA,"Less than 10,000",InsuranceHealth Care
Data Analyst III,R| SAS| Excel| SQL| Microsoft Office| Microsoft Access| Data Analysis,Centene,1134,3.299999952,30,FL,"Less than 10,000",InsuranceHealth Care
Data Analyst III,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,30,MO,"Less than 10,000",InsuranceHealth Care
Data Analyst III,SAS| Excel| SQL| Microsoft Office| Microsoft Access| Data Analysis,Centene,1134,3.299999952,30,CA,"Less than 10,000",InsuranceHealth Care
Data Analyst,Data Warehouse| SQL,Harley-Davidson,1169,3.799999952,30,OH,"Less than 10,000",Auto
Benefits Data Analyst - Health Analytics,,University of California UCOP,1198,4.300000191,30,CA,,Education and Schools
Assistant Vice President (Analytics),Data Mining| Marketing| Management Experience,EXL,1208,3.799999952,15,CT,"Less than 10,000",Consulting and Business Services
Digital Consultant (Wharton Bus Analytics Career Expo),Machine Learning,EXL,1208,3.799999952,1,NY,"Less than 10,000",Consulting and Business Services
Title IX Data Analyst,Data Mining| Data Analysis,Chicago Public Schools,1216,3.900000095,30,IL,"10,000+",Education and Schools
Data Analyst Population Health,Spark| Data Warehouse| Informatica| Python| SQL,Providence Health & Services,1221,3.700000048,30,WA,"10,000+",Health Care
Data Analyst (Infection Control),,RWJBarnabas Health,1235,4,30,NJ,"10,000+",Health Care
